lat,lon,grnd,gebco,uncertainty,tid_flag
50.83658,-19.45894,3751.2365079323313,3729.0,1011.6,9998
50.85437666666667,-19.501255,3761.9443576238154,3733.0,1083.1,9998
50.85357,-19.53147,3739.542283713056,3715.0,1097.0,9998
52.99244,-37.47776,3437.69253307961,3775.0,915.4,9998
50.862293333333334,-19.540878333333332,3750.2537761779367,3722.0,1121.6,9998
50.86235666666666,-19.541055,3741.487432894279,3722.0,1119.2,9998
50.83658,-19.45894,3756.1065269005494,3729.0,1012.9,9998
50.85512,-19.35175,3733.6972975506246,3790.0,936.1,9998
50.77976,-19.31414,3715.2141257739722,3761.0,794.6,9998
50.73867166666667,-19.410115,3819.4408578259263,3828.0,818.8,-1
50.728766666666665,-19.512571666666666,3799.9689298804146,3797.0,876.3,-1
50.75963,-19.60043,3750.2885819499497,3734.0,977.3,-1
50.757956666666665,-19.567843333333332,3726.911300272795,3745.0,949.4,9998
50.74427333333333,-19.570664999999998,3740.5533075852222,3749.0,929.8,-1
50.723465,-19.552605,3772.7023782132815,3772.0,887.1,-1
50.75551,-19.49354,3766.8478014672855,3805.0,904.8,9998
53.26837,-39.00654,3425.9059735670367,3478.0,206.8,-1
53.23181,-39.45283,3398.608710655904,3523.0,45.7,-1
53.13773166666667,-40.008291666666665,3586.8024225760064,3612.0,566.3,-1
52.95861,-40.416941666666666,3650.1960695123917,3681.0,909.3,9998
53.04662666666667,-39.404845,3666.729415663062,3580.0,460.2,-1
52.898628333333335,-41.576431666666664,3611.241040685765,3727.0,893.0,9998
52.65553,-41.98721,3384.150981269267,3275.0,787.1,9998
52.21227,-32.81266,3674.795814533198,3737.0,3065.9,9998
52.249163333333335,-34.8282,3094.3560500590215,3052.0,2298.0,-1
52.60112,-35.75073666666667,2857.7524303807427,3022.0,1249.2,-1
52.630761666666665,-36.351283333333335,3263.1661482677086,3099.0,964.0,9998
52.60095,-36.65721,3204.6060313615494,3138.0,859.7,9998
50.21766,-45.67404,3451.229927148817,3510.0,2047.5,9998
52.844013333333336,-36.014966666666666,3488.4434116241855,3513.0,1020.2,9998
48.92644833333333,-43.67776833333333,3275.974395891913,3274.0,982.8,9998
48.4926,-20.54155,3973.075547284215,4114.0,708.0,-1
52.86086,-35.93129,3143.995793230963,3281.0,912.1,9998
48.55793,-43.31306,3326.8476699121784,3422.0,2870.9,-1
52.45336,-33.93513,3455.4112767455313,2811.0,2541.2,9998
48.51447,-43.2759,3434.2055765680784,3391.0,3640.4,-1
52.80603166666667,-36.418735,3600.5514823271237,3729.0,904.2,9998
52.78547,-36.32401,3613.2262626575507,3752.0,978.1,9998
52.82232,-35.97936,3554.7399476817745,3539.0,1093.2,9998
53.03988,-37.142336666666665,3443.529201028791,3384.0,653.2,9998
53.2528,-36.70198,3077.475072204105,3020.0,332.4,-1
53.28550666666667,-36.538675,2881.044027364054,2679.0,274.6,-1
53.223455,-36.66473,3055.01574399126,3052.0,345.9,-1
53.24139,-36.83393,2979.777478801689,3088.0,379.8,-1
53.24975166666667,-36.719475,3073.5687172847915,3037.0,338.6,-1
53.40808666666667,-36.75001833333334,2769.5315280414134,2774.0,235.6,-1
59.37622,-36.16195666666667,3093.4448923414234,3100.0,403.6,9998
59.850593333333336,-35.84400333333333,3070.873732236981,3088.0,1205.1,9998
59.17684,-35.80614,2927.475006023027,3027.0,142.6,9998
59.97494,-35.47936,3061.080385050181,3064.0,1031.0,9998
58.901555,-35.803446666666666,2528.5652409912313,2612.0,386.2,9998
60.324756666666666,-35.68850166666667,3034.6341201527343,3063.0,1048.5,9998
58.93269166666666,-35.321785,2753.5612283411024,2843.0,606.0,9998
60.25291,-35.55448,2799.2132631141885,2765.0,1019.5,9998
59.06418166666667,-35.800313333333335,2611.7111730997526,2766.0,263.3,9998
60.20431,-35.320566666666664,3054.1902712544606,3053.0,986.2,9998
58.759188333333334,-36.489333333333335,2924.643756332472,3181.0,539.3,9998
60.442525,-35.387165,3041.4403072582745,3036.0,1120.1,9998
58.37268,-36.309,2933.5298144423004,3011.0,449.5,9998
60.520983333333334,-35.40737,3034.586906898586,3035.0,1156.6,9998
60.231006666666666,-35.934128333333334,3037.585911542822,3037.0,1032.7,9998
58.92361,-35.17418,3005.6797809131435,2759.0,769.8,9998
59.96545,-34.76312,3059.130104782989,3053.0,1045.9,9998
60.03256,-35.72126,3057.1610737222195,3055.0,1120.8,9998
59.726758333333336,-36.229548333333334,3075.785584820493,3088.0,1003.8,9998
59.91430166666667,-34.97112333333333,2932.1852535719154,3058.0,916.5,9998
60.071738333333336,-36.70981666666667,3056.1751952912427,3063.0,1000.1,9998
59.95965833333333,-37.812486666666665,3058.1552133459336,3064.0,1437.9,9998
59.124183333333335,-35.277033333333335,3041.7623586552804,2977.0,552.8,9998
60.177745,-38.006585,3038.5751813824522,3023.0,1585.3,9998
59.429568333333336,-36.28991833333333,3092.4553402702372,3096.0,522.2,9998
60.432523333333336,-35.988263333333336,3020.9384211592833,3013.0,692.5,9998
